id,category,subcategory,subsubcategory,description,difficulty,tags
b86776d0-8b2a-486f-943d-47d1a3b953cf,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Report Generation & Automation,"Implement a CLI that runs a parameter sweep for a numerical model, collects output metrics and plots, then uses a Pandoc template to compile a PDF report with methodology, results tables, convergence plots, and embedded input/output hashes to ensure full reproducibility.",,
bc88264c-619a-4b15-a271-0f8c18b9ca90,Scientific Computing & Analysis,Parallel & High-Performance Computing (HPC),Multi-Threaded & Parallel Programming,"Implement a Python CLI that reads initial positions and masses of N bodies from /app/bodies.csv, constructs a Barnes–Hut octree, and computes gravitational forces in parallel across CPU cores using multiprocessing, then integrates motion via a symplectic leapfrog scheme. Output trajectories as time-stamped CSV files and a JSON performance report showing speedup and scaling for varying core counts.",,
4b3b8861-8782-4c57-82a8-62768b10ff49,Scientific Computing & Analysis,Reproducible Research & Workflow Automation,Report Generation & Automation,"Implement a Snakemake workflow that cleans raw datasets, performs statistical analyses and generates publication-quality plots, then automatically compiles a Markdown report to PDF via Pandoc with embedded tables, figures, software versions, and runtime logs. Ensure full reproducibility by capturing environment specifications (e.g., conda YAML) and Git commit metadata within the report.",,
e73b8a2e-27bc-4f8a-a786-743404278139,Security & Cryptography,Cryptographic Operations,Randomness & Entropy Generation,"Implement a CLI entropy-mixer that collects bits from getrandom(), optional RDRAND, and CPU timing jitter, combines them via HKDF-SHA256 into a seed, and drives a ChaCha20-DRBG with fork detection and periodic reseeding to emit N bytes. Provide a health subcommand that performs basic randomness sanity checks and refuses to run if only a single untrusted source is present.",,
f5feee22-f568-4735-8a34-028e59dede46,Security & Cryptography,Secure Configuration & Hardening,Filesystem & Permission Security,"Build a hardening utility that audits and remediates PATH hijacking and temp-dir permission issues: locate world-writable or non-root-owned directories in $PATH, detect user-writable shadow binaries preceding system utilities, and ensure /tmp and /var/tmp have the sticky bit. It must fix ownership/permissions or remove unsafe entries, reorder PATH safely, and emit a before/after compliance report proving that no PATH entry is writable by non-root and that core tools resolve to system binaries.",,
68358721-240b-49f7-9f57-c11844a4b482,Security & Cryptography,Forensics & Incident Analysis,Log Analysis & Intrusion Detection,"Analyze BIND9 query logs and system auth logs to detect DNS tunneling via long high-entropy subdomains and elevated NXDOMAIN rates, then identify the tunneling domain, originating client IP, and time window. Write findings to /app/output/report.json and provide a CLI that prints the top 5 suspicious FQDNs with counts based on your heuristics.",,
f760a0e9-ef6d-40d3-9105-cc8ac0f00aeb,Security & Cryptography,Security Monitoring & Compliance,Alerting & Incident Response Automation,"Create a Bash-based incident response tool that watches /var/log/auth.log for SSH authentication failures and aggregates events to detect brute-force attacks, then automatically blocks offending IPs via iptables. The tool must send formatted alerts to a configured Slack webhook and log each incident as a JSON entry in /app/incidents.json with timestamp, source IP, and action taken.",,
eb515b21-ef14-4ad8-adc9-43ba015b234c,Security & Cryptography,Vulnerability Demonstration & Exploitation,Common Vulnerability Reproduction,"Investigate a C logging daemon with a format-string vulnerability in printf that allows leaking stack memory; craft an input to extract FLAG{...} and write it to /app/flag.txt, then patch the code to use fixed format strings and recompile, confirming normal logging still works.",,
8ef9a735-e4ff-44f2-a1da-8ca1f2fd0709,Software Engineering & Development,Debugging & Issue Resolution,Logic & Behavior Bugs,"An existing Python module implements the Shunting Yard algorithm to convert infix arithmetic expressions (with +, -, *, /, ^, and parentheses) to postfix notation but fails to handle right-associative exponentiation and nested parentheses correctly. Fix the operator precedence and associativity logic so that all provided expression-conversion tests pass.",,
08a44022-5a36-4aec-b2e5-a16aecc775e2,Software Engineering & Development,Feature Implementation & Algorithm Development,API Design & Integration,"Implement an HTTP gateway that exposes a REST+SSE API on localhost:8080 and transparently bridges to a local gRPC service at 127.0.0.1:50051, translating unary and streaming RPCs into JSON and server-sent events. Ensure consistent gRPC→HTTP error mapping, request deadlines via headers, idempotency keys for POSTs, and auto-generate an OpenAPI spec for the REST facade.",,
6a4c3788-155b-4ba2-a463-829b51a14cd2,Software Engineering & Development,"Code Maintenance, Refactoring & Optimization",Architecture & Modularization,"Refactor a legacy Python monolithic CLI tool into a plugin-driven architecture that dynamically discovers and loads subcommands from separate modules, preserving all existing behaviors and tests. Provide a plugin scaffold generator and an automated test suite to verify modular loading, version isolation, and conflict detection.",,
edbeec48-e198-483a-92e0-804449450bc6,Software Engineering & Development,"Security, Compliance & Reliability Engineering",Dependency & License Compliance,"Implement a Python CLI tool in /app/generate_spdx.py that parses requirements.txt, package.json, and go.mod to collect all direct and transitive dependencies with versions and license metadata. Validate each license against the SPDX license list and output an SPDX 2.2 SBOM JSON at /app/spdx_sbom.json, listing any dependencies with missing or unrecognized licenses.",,
7f522043-b113-4538-a9f8-5e8917474d9c,Software Engineering & Development,"Security, Compliance & Reliability Engineering",Reliability & Fault Tolerance,"Create a resilient HTTP proxy that fronts multiple flaky upstreams, implementing bounded retries with exponential backoff and jitter, a circuit breaker with half-open recovery, and request hedging; when all upstreams fail, serve stale cache entries (cache-aside) and surface structured errors. Add idempotency-key handling for POST requests and a /metrics endpoint exposing success/failure counts so tests can inject chaos and verify graceful degradation and self-healing.",,
0286c8a8-8408-43e8-bc3c-9caee689987b,System Setup & Configuration,Service & Daemon Management,Systemd & Init Configuration,"Create a socket-activated, templated systemd service that spawns per-connection instances of a tiny Python HTTP responder via Accept=yes on port 8080 using the inherited socket (fd 3). Verify on-demand activation with curl, that each instance exits after one request, and enable the socket to start at boot.",,
ddbd2da2-8b98-4f83-b540-7aaeeadcbf1b,System Setup & Configuration,Cloud & Remote Environment Configuration,Cloud CLI Setup,"Install and configure AWS CLI v2 with IAM Identity Center (SSO) to handle authentication for three separate AWS accounts via named profiles, including custom session durations and automatic credential caching. Validate by listing S3 buckets and uploading distinct test files using each profile to confirm proper cross-account access.",,
c4f9f331-595a-480b-9559-8715aa056bfd,System Setup & Configuration,Service & Daemon Management,Systemd & Init Configuration,"Implement a systemd socket-activated, per-connection echo service: echo.socket listens on 127.0.0.1:12345 with Accept=yes, and echo@.service (Type=simple, StandardInput/Output=socket) runs /bin/cat with DynamicUser and strict sandboxing. Enable the socket, verify with nc 127.0.0.1 12345 that input is echoed, and confirm each connection spawns and exits a separate instance recorded in the journal.",,
fae6086a-6659-4eac-bac3-984f2d343775,System Setup & Configuration,Virtualization & Containerization,Container Setup & Management,"Configure Docker with QEMU user-static to support cross-building Linux containers, then build and push AMD64 and ARM64 variants of a sample web application, create and publish a multi-architecture manifest, and verify pulls on both architectures.",,
bdc841e1-1ede-40cc-8c11-5922628a62c9,System Setup & Configuration,System Monitoring & Diagnostics,Resource Monitoring,"Create a shell-based monitor that induces CPU, memory, and disk load, samples vmstat and iostat at 1s intervals for 60s, captures top/ps snapshots, and writes /app/metrics.jsonl plus /app/resource_report.txt. The script must auto-classify the host as CPU-, memory-, or I/O-bound (verifying an injected I/O-bound scenario) and include at least one actionable tuning recommendation.",,
